period,posts,avg_sentiment,positive_rate,negative_rate
2016-05-24,13,0.5384615384615384,0.7692307692307693,0.23076923076923078
2016-05-25,20,0.35,0.6,0.25
2016-05-26,19,0.7894736842105263,0.8947368421052632,0.10526315789473684
2016-05-27,43,0.9069767441860465,0.9534883720930233,0.046511627906976744
2016-05-28,35,0.9142857142857143,0.9428571428571428,0.02857142857142857
2016-05-29,9,0.3333333333333333,0.5555555555555556,0.2222222222222222
2016-05-30,24,0.5,0.7083333333333334,0.20833333333333334
2016-05-31,20,0.85,0.9,0.05
2016-06-01,13,0.8461538461538461,0.8461538461538461,0.0
2016-06-02,22,0.7272727272727273,0.8181818181818182,0.09090909090909091
2016-06-03,43,0.8604651162790697,0.8604651162790697,0.0
2016-06-04,43,0.5116279069767442,0.6744186046511628,0.16279069767441862
2016-06-05,37,0.7297297297297297,0.7567567567567568,0.02702702702702703
2016-06-06,25,0.68,0.8,0.12
2016-06-07,22,0.8636363636363636,0.9090909090909091,0.045454545454545456
2016-06-08,6,0.5,0.6666666666666666,0.16666666666666666
2016-06-09,16,0.75,0.8125,0.0625
2016-06-10,46,0.782608695652174,0.8695652173913043,0.08695652173913043
2016-06-11,23,0.8260869565217391,0.8695652173913043,0.043478260869565216
2016-06-12,8,0.625,0.75,0.125
2016-06-13,28,0.8214285714285714,0.8928571428571429,0.07142857142857142
2016-06-14,23,0.8695652173913043,0.8695652173913043,0.0
2016-06-15,18,0.6111111111111112,0.7222222222222222,0.1111111111111111
2016-06-16,14,0.7857142857142857,0.8571428571428571,0.07142857142857142
2016-06-17,50,0.92,0.92,0.0
2016-06-18,25,0.76,0.8,0.04
2016-06-19,18,0.6666666666666666,0.7777777777777778,0.1111111111111111
2016-06-20,14,0.6428571428571429,0.7857142857142857,0.14285714285714285
2016-06-21,15,0.4666666666666667,0.7333333333333333,0.26666666666666666
2016-06-22,27,0.8148148148148148,0.8518518518518519,0.037037037037037035
2016-06-23,27,0.5555555555555556,0.7407407407407407,0.18518518518518517
2016-06-24,44,0.6363636363636364,0.7272727272727273,0.09090909090909091
2016-06-25,44,0.75,0.8409090909090909,0.09090909090909091
2016-06-26,23,0.6956521739130435,0.782608695652174,0.08695652173913043
2016-06-27,16,0.8125,0.875,0.0625
2016-06-28,25,0.32,0.56,0.24
2016-06-29,19,0.8421052631578947,0.8947368421052632,0.05263157894736842
2016-06-30,13,0.8461538461538461,0.9230769230769231,0.07692307692307693
2016-07-01,51,0.8431372549019608,0.8823529411764706,0.0392156862745098
2016-07-02,33,0.6363636363636364,0.7272727272727273,0.09090909090909091
2016-07-03,14,0.8571428571428571,0.9285714285714286,0.07142857142857142
2016-07-04,19,1.0,1.0,0.0
2016-07-05,20,0.55,0.75,0.2
2016-07-06,11,0.6363636363636364,0.6363636363636364,0.0
2016-07-07,11,0.36363636363636365,0.6363636363636364,0.2727272727272727
2016-07-08,32,0.6875,0.84375,0.15625
2016-07-09,39,0.8717948717948718,0.9230769230769231,0.05128205128205128
2016-07-10,11,0.45454545454545453,0.6363636363636364,0.18181818181818182
2016-07-11,29,0.896551724137931,0.9310344827586207,0.034482758620689655
2016-07-12,13,0.9230769230769231,0.9230769230769231,0.0
2016-07-13,31,0.5806451612903226,0.6774193548387096,0.0967741935483871
2016-07-14,20,0.6,0.75,0.15
2016-07-15,63,0.8888888888888888,0.9365079365079365,0.047619047619047616
2016-07-16,44,0.6818181818181818,0.7727272727272727,0.09090909090909091
2016-07-17,17,0.8235294117647058,0.8823529411764706,0.058823529411764705
2016-07-18,46,0.5217391304347826,0.6739130434782609,0.15217391304347827
2016-07-19,26,0.8461538461538461,0.8846153846153846,0.038461538461538464
2016-07-20,30,0.8333333333333334,0.9,0.06666666666666667
2016-07-21,22,0.8181818181818182,0.8636363636363636,0.045454545454545456
2016-07-22,37,0.918918918918919,0.9459459459459459,0.02702702702702703
2016-07-23,38,0.6578947368421053,0.7105263157894737,0.05263157894736842
2016-07-24,32,0.75,0.875,0.125
2016-07-25,23,0.782608695652174,0.8260869565217391,0.043478260869565216
2016-07-26,18,0.7222222222222222,0.8333333333333334,0.1111111111111111
2016-07-27,17,0.4117647058823529,0.7058823529411765,0.29411764705882354
2016-07-28,23,0.8260869565217391,0.9130434782608695,0.08695652173913043
2016-07-29,54,0.9444444444444444,0.9629629629629629,0.018518518518518517
2016-07-30,27,0.8888888888888888,0.9259259259259259,0.037037037037037035
2016-07-31,20,0.85,0.9,0.05
2016-08-01,32,0.625,0.75,0.125
2016-08-02,28,0.9642857142857143,0.9642857142857143,0.0
2016-08-03,22,0.8636363636363636,0.9090909090909091,0.045454545454545456
2016-08-04,24,0.4166666666666667,0.7083333333333334,0.2916666666666667
2016-08-05,63,0.7936507936507936,0.8095238095238095,0.015873015873015872
2016-08-06,21,0.8095238095238095,0.9047619047619048,0.09523809523809523
2016-08-07,20,0.65,0.8,0.15
2016-08-08,29,0.6896551724137931,0.8275862068965517,0.13793103448275862
2016-08-09,27,0.7407407407407407,0.8148148148148148,0.07407407407407407
2016-08-10,23,0.6956521739130435,0.782608695652174,0.08695652173913043
2016-08-11,20,0.85,0.9,0.05
2016-08-12,38,0.868421052631579,0.868421052631579,0.0
2016-08-13,29,0.8620689655172413,0.8620689655172413,0.0
2016-08-14,24,0.375,0.5833333333333334,0.20833333333333334
2016-08-15,36,0.6388888888888888,0.75,0.1111111111111111
2016-08-16,39,0.7435897435897436,0.8205128205128205,0.07692307692307693
2016-08-17,17,0.23529411764705882,0.5882352941176471,0.35294117647058826
2016-08-18,43,0.9069767441860465,0.9302325581395349,0.023255813953488372
2016-08-19,51,0.8823529411764706,0.9019607843137255,0.0196078431372549
2016-08-20,12,0.6666666666666666,0.8333333333333334,0.16666666666666666
2016-08-21,25,0.96,0.96,0.0
2016-08-22,24,0.7916666666666666,0.8333333333333334,0.041666666666666664
2016-08-23,25,0.84,0.92,0.08
2016-08-24,33,0.6060606060606061,0.7575757575757576,0.15151515151515152
2016-08-25,27,0.4444444444444444,0.6666666666666666,0.2222222222222222
2016-08-26,52,0.7692307692307693,0.8461538461538461,0.07692307692307693
2016-08-27,30,0.6,0.7333333333333333,0.13333333333333333
2016-08-28,23,0.34782608695652173,0.6521739130434783,0.30434782608695654
2016-08-29,28,0.8214285714285714,0.8928571428571429,0.07142857142857142
2016-08-30,17,0.47058823529411764,0.7058823529411765,0.23529411764705882
2016-08-31,21,0.8571428571428571,0.8571428571428571,0.0
2016-09-01,17,0.5882352941176471,0.7647058823529411,0.17647058823529413
2016-09-02,64,0.84375,0.890625,0.046875
2016-09-03,35,0.7714285714285715,0.8571428571428571,0.08571428571428572
2016-09-04,27,0.7407407407407407,0.8518518518518519,0.1111111111111111
2016-09-05,38,0.6842105263157895,0.8157894736842105,0.13157894736842105
2016-09-06,52,0.8846153846153846,0.9038461538461539,0.019230769230769232
2016-09-07,31,0.6451612903225806,0.8064516129032258,0.16129032258064516
2016-09-08,17,1.0,1.0,0.0
2016-09-09,97,0.8762886597938144,0.9072164948453608,0.030927835051546393
2016-09-10,52,0.5961538461538461,0.75,0.15384615384615385
2016-09-11,37,0.5135135135135135,0.7027027027027027,0.1891891891891892
2016-09-12,38,0.7631578947368421,0.868421052631579,0.10526315789473684
2016-09-13,27,0.6296296296296297,0.7407407407407407,0.1111111111111111
2016-09-14,22,0.5,0.7272727272727273,0.22727272727272727
2016-09-15,14,0.8571428571428571,0.9285714285714286,0.07142857142857142
2016-09-16,76,0.7894736842105263,0.8421052631578947,0.05263157894736842
2016-09-17,29,0.6551724137931034,0.7586206896551724,0.10344827586206896
2016-09-18,23,0.4782608695652174,0.6956521739130435,0.21739130434782608
2016-09-19,39,0.5641025641025641,0.717948717948718,0.15384615384615385
2016-09-20,13,0.38461538461538464,0.5384615384615384,0.15384615384615385
2016-09-21,49,0.6530612244897959,0.7551020408163265,0.10204081632653061
2016-09-22,23,1.0,1.0,0.0
2016-09-23,77,0.7792207792207793,0.8441558441558441,0.06493506493506493
2016-09-24,34,0.6764705882352942,0.7941176470588235,0.11764705882352941
2016-09-25,46,0.8913043478260869,0.9130434782608695,0.021739130434782608
2016-09-26,28,0.6071428571428571,0.7142857142857143,0.10714285714285714
2016-09-27,33,0.6666666666666666,0.8181818181818182,0.15151515151515152
2016-09-28,21,0.5714285714285714,0.7619047619047619,0.19047619047619047
2016-09-29,25,0.64,0.72,0.08
2016-09-30,68,0.8235294117647058,0.8529411764705882,0.029411764705882353
2016-10-01,35,0.8285714285714286,0.9142857142857143,0.08571428571428572
2016-10-02,32,0.53125,0.75,0.21875
2016-10-03,43,0.7674418604651163,0.813953488372093,0.046511627906976744
2016-10-04,26,0.7307692307692307,0.8461538461538461,0.11538461538461539
2016-10-05,26,0.8461538461538461,0.8846153846153846,0.038461538461538464
2016-10-06,17,0.4117647058823529,0.5882352941176471,0.17647058823529413
2016-10-07,51,0.7254901960784313,0.8235294117647058,0.09803921568627451
2016-10-08,51,0.6666666666666666,0.7843137254901961,0.11764705882352941
2016-10-09,20,0.6,0.8,0.2
2016-10-10,18,0.5555555555555556,0.7777777777777778,0.2222222222222222
2016-10-11,25,0.84,0.92,0.08
2016-10-12,19,0.42105263157894735,0.631578947368421,0.21052631578947367
2016-10-13,24,0.875,0.9166666666666666,0.041666666666666664
2016-10-14,67,0.8208955223880597,0.8955223880597015,0.07462686567164178
2016-10-15,35,0.7142857142857143,0.7714285714285715,0.05714285714285714
2016-10-16,19,0.5263157894736842,0.7368421052631579,0.21052631578947367
2016-10-17,35,0.7714285714285715,0.8571428571428571,0.08571428571428572
2016-10-18,15,0.5333333333333333,0.7333333333333333,0.2
2016-10-19,86,0.9186046511627907,0.9534883720930233,0.03488372093023256
2016-10-20,44,0.6136363636363636,0.7272727272727273,0.11363636363636363
2016-10-21,57,0.7368421052631579,0.8421052631578947,0.10526315789473684
2016-10-22,26,0.6538461538461539,0.7692307692307693,0.11538461538461539
2016-10-23,21,0.5714285714285714,0.7619047619047619,0.19047619047619047
2016-10-24,37,0.8648648648648649,0.8918918918918919,0.02702702702702703
2016-10-25,37,0.5945945945945946,0.7567567567567568,0.16216216216216217
2016-10-26,10,0.6,0.8,0.2
2016-10-27,21,0.23809523809523808,0.5714285714285714,0.3333333333333333
2016-10-28,47,0.723404255319149,0.8297872340425532,0.10638297872340426
2016-10-29,33,0.7878787878787878,0.8484848484848485,0.06060606060606061
2016-10-30,19,0.7368421052631579,0.8421052631578947,0.10526315789473684
2016-10-31,26,0.6153846153846154,0.7692307692307693,0.15384615384615385
2016-11-01,16,0.5625,0.6875,0.125
2016-11-02,21,0.42857142857142855,0.6666666666666666,0.23809523809523808
2016-11-03,17,0.47058823529411764,0.7058823529411765,0.23529411764705882
2016-11-04,78,0.8717948717948718,0.9102564102564102,0.038461538461538464
2016-11-05,39,0.6666666666666666,0.7692307692307693,0.10256410256410256
2016-11-06,35,0.6285714285714286,0.7714285714285715,0.14285714285714285
2016-11-07,22,0.7727272727272727,0.8636363636363636,0.09090909090909091
2016-11-08,17,0.5882352941176471,0.7647058823529411,0.17647058823529413
2016-11-09,12,0.9166666666666666,0.9166666666666666,0.0
2016-11-10,23,0.391304347826087,0.6956521739130435,0.30434782608695654
2016-11-11,69,0.855072463768116,0.855072463768116,0.0
2016-11-12,27,0.37037037037037035,0.5555555555555556,0.18518518518518517
2016-11-13,33,0.6666666666666666,0.8181818181818182,0.15151515151515152
2016-11-14,18,0.7222222222222222,0.8333333333333334,0.1111111111111111
2016-11-15,28,0.6785714285714286,0.7857142857142857,0.10714285714285714
2016-11-16,108,0.7592592592592593,0.8611111111111112,0.10185185185185185
2016-11-17,68,0.8235294117647058,0.8823529411764706,0.058823529411764705
2016-11-18,110,0.8909090909090909,0.9363636363636364,0.045454545454545456
2016-11-19,42,0.8333333333333334,0.8809523809523809,0.047619047619047616
2016-11-20,20,0.9,0.95,0.05
2016-11-21,21,0.5714285714285714,0.7142857142857143,0.14285714285714285
2016-11-22,12,1.0,1.0,0.0
2016-11-23,28,0.39285714285714285,0.5714285714285714,0.17857142857142858
2016-11-24,15,0.8,0.8666666666666667,0.06666666666666667
2016-11-25,100,0.82,0.9,0.08
2016-11-26,43,0.7674418604651163,0.8837209302325582,0.11627906976744186
2016-11-27,26,0.7692307692307693,0.8076923076923077,0.038461538461538464
2016-11-28,42,0.6904761904761905,0.7857142857142857,0.09523809523809523
2016-11-29,42,0.8095238095238095,0.8809523809523809,0.07142857142857142
2016-11-30,48,0.5208333333333334,0.7083333333333334,0.1875
2016-12-01,23,0.5652173913043478,0.7391304347826086,0.17391304347826086
2016-12-02,110,0.8636363636363636,0.9090909090909091,0.045454545454545456
2016-12-03,71,0.8169014084507042,0.8732394366197183,0.056338028169014086
2016-12-04,51,0.7450980392156863,0.803921568627451,0.058823529411764705
2016-12-05,44,0.5909090909090909,0.75,0.1590909090909091
2016-12-06,60,0.9333333333333333,0.95,0.016666666666666666
2016-12-07,187,0.8502673796791443,0.8877005347593583,0.0374331550802139
2016-12-08,56,0.8392857142857143,0.9107142857142857,0.07142857142857142
2016-12-09,94,0.7978723404255319,0.851063829787234,0.05319148936170213
2016-12-10,69,0.7681159420289855,0.8840579710144928,0.11594202898550725
2016-12-11,36,0.6944444444444444,0.8333333333333334,0.1388888888888889
2016-12-12,47,0.5531914893617021,0.6808510638297872,0.1276595744680851
2016-12-13,44,0.6363636363636364,0.8181818181818182,0.18181818181818182
2016-12-14,241,0.8921161825726142,0.9128630705394191,0.02074688796680498
2016-12-15,105,0.8285714285714286,0.8857142857142857,0.05714285714285714
2016-12-16,79,0.8354430379746836,0.8860759493670886,0.05063291139240506
2016-12-17,67,0.7611940298507462,0.8208955223880597,0.05970149253731343
2016-12-18,62,0.9032258064516129,0.9193548387096774,0.016129032258064516
2016-12-19,65,0.7384615384615385,0.8461538461538461,0.1076923076923077
2016-12-20,35,0.7428571428571429,0.8285714285714286,0.08571428571428572
2016-12-21,35,0.6571428571428571,0.8,0.14285714285714285
2016-12-22,35,0.8,0.8857142857142857,0.08571428571428572
2016-12-23,383,0.9164490861618799,0.9347258485639687,0.018276762402088774
2016-12-24,251,0.8207171314741036,0.8685258964143426,0.04780876494023904
2016-12-25,82,0.9146341463414634,0.9512195121951219,0.036585365853658534
2016-12-26,114,0.8157894736842105,0.8947368421052632,0.07894736842105263
2016-12-27,104,0.8846153846153846,0.9134615384615384,0.028846153846153848
2016-12-28,80,0.7625,0.8625,0.1
2016-12-29,59,0.7627118644067796,0.847457627118644,0.0847457627118644
2016-12-30,348,0.8189655172413793,0.8649425287356322,0.04597701149425287
2016-12-31,212,0.7783018867924528,0.8537735849056604,0.07547169811320754
2017-01-01,102,0.7843137254901961,0.8529411764705882,0.06862745098039216
2017-01-02,73,0.6986301369863014,0.8082191780821918,0.1095890410958904
2017-01-03,76,0.6973684210526315,0.7894736842105263,0.09210526315789473
2017-01-04,50,0.74,0.86,0.12
2017-01-05,75,0.7466666666666667,0.84,0.09333333333333334
2017-01-06,524,0.898854961832061,0.9198473282442748,0.02099236641221374
2017-01-07,232,0.853448275862069,0.8793103448275862,0.02586206896551724
2017-01-08,110,0.8272727272727273,0.8818181818181818,0.05454545454545454
2017-01-09,99,0.8484848484848485,0.8787878787878788,0.030303030303030304
2017-01-10,52,0.5384615384615384,0.6923076923076923,0.15384615384615385
2017-01-11,40,0.825,0.9,0.075
2017-01-12,53,0.7358490566037735,0.8113207547169812,0.07547169811320754
2017-01-13,55,0.7454545454545455,0.8545454545454545,0.10909090909090909
2017-01-14,32,0.5625,0.78125,0.21875
2017-01-15,48,0.7291666666666666,0.8333333333333334,0.10416666666666667
2017-01-16,445,0.8764044943820225,0.9056179775280899,0.029213483146067417
2017-01-17,179,0.7486033519553073,0.8212290502793296,0.07262569832402235
2017-01-18,442,0.8823529411764706,0.9117647058823529,0.029411764705882353
2017-01-19,99,0.7878787878787878,0.8585858585858586,0.0707070707070707
2017-01-20,65,0.7846153846153846,0.8769230769230769,0.09230769230769231
2017-01-21,47,0.7446808510638298,0.8723404255319149,0.1276595744680851
2017-01-22,17,0.7058823529411765,0.7058823529411765,0.0
2017-01-23,527,0.8861480075901328,0.9070208728652751,0.020872865275142316
2017-01-24,143,0.916083916083916,0.9440559440559441,0.027972027972027972
2017-01-25,80,0.825,0.8875,0.0625
2017-01-26,58,0.8275862068965517,0.8793103448275862,0.05172413793103448
2017-01-27,122,0.8360655737704918,0.8770491803278688,0.040983606557377046
2017-01-28,91,0.8571428571428571,0.9010989010989011,0.04395604395604396
2017-01-29,58,0.896551724137931,0.9482758620689655,0.05172413793103448
2017-01-30,242,0.8471074380165289,0.8966942148760331,0.049586776859504134
2017-01-31,70,0.9428571428571428,0.9428571428571428,0.0
2017-02-01,47,0.7021276595744681,0.7872340425531915,0.0851063829787234
2017-02-02,37,0.8108108108108109,0.8918918918918919,0.08108108108108109
2017-02-03,274,0.8941605839416058,0.927007299270073,0.032846715328467155
2017-02-04,150,0.8266666666666667,0.8733333333333333,0.04666666666666667
2017-02-05,65,0.8,0.8307692307692308,0.03076923076923077
2017-02-06,63,0.6666666666666666,0.8095238095238095,0.14285714285714285
2017-02-07,39,0.6410256410256411,0.7948717948717948,0.15384615384615385
2017-02-08,47,0.723404255319149,0.8297872340425532,0.10638297872340426
2017-02-09,40,0.925,0.95,0.025
2017-02-10,44,0.7045454545454546,0.8181818181818182,0.11363636363636363
2017-02-11,22,0.3181818181818182,0.5909090909090909,0.2727272727272727
2017-02-12,42,0.8809523809523809,0.9285714285714286,0.047619047619047616
2017-02-13,164,0.7926829268292683,0.8536585365853658,0.06097560975609756
2017-02-14,45,0.6888888888888889,0.8222222222222222,0.13333333333333333
2017-02-15,39,0.7948717948717948,0.8717948717948718,0.07692307692307693
2017-02-16,36,0.8333333333333334,0.9166666666666666,0.08333333333333333
2017-02-17,148,0.8378378378378378,0.8851351351351351,0.0472972972972973
2017-02-18,66,0.8484848484848485,0.8787878787878788,0.030303030303030304
2017-02-19,29,0.896551724137931,0.896551724137931,0.0
2017-02-20,38,0.5263157894736842,0.7368421052631579,0.21052631578947367
2017-02-21,31,0.7741935483870968,0.8387096774193549,0.06451612903225806
2017-02-22,33,0.5151515151515151,0.7272727272727273,0.21212121212121213
2017-02-23,23,0.6521739130434783,0.8260869565217391,0.17391304347826086
2017-02-24,87,0.6896551724137931,0.8045977011494253,0.11494252873563218
2017-02-25,75,0.9333333333333333,0.9466666666666667,0.013333333333333334
2017-02-26,42,0.8333333333333334,0.9047619047619048,0.07142857142857142
2017-02-27,31,0.9354838709677419,0.9354838709677419,0.0
2017-02-28,25,0.64,0.72,0.08
2017-03-01,25,0.2,0.52,0.32
2017-03-02,15,0.5333333333333333,0.7333333333333333,0.2
2017-03-03,128,0.8125,0.875,0.0625
2017-03-04,68,0.7647058823529411,0.8529411764705882,0.08823529411764706
2017-03-05,43,0.9302325581395349,0.9534883720930233,0.023255813953488372
2017-03-06,37,0.8378378378378378,0.8918918918918919,0.05405405405405406
2017-03-07,39,0.6923076923076923,0.8205128205128205,0.1282051282051282
2017-03-08,19,0.8421052631578947,0.8421052631578947,0.0
2017-03-09,15,0.4666666666666667,0.6666666666666666,0.2
2017-03-10,114,0.8070175438596491,0.8421052631578947,0.03508771929824561
2017-03-11,78,0.6923076923076923,0.8076923076923077,0.11538461538461539
2017-03-12,26,0.5384615384615384,0.6538461538461539,0.11538461538461539
2017-03-13,44,0.6136363636363636,0.7727272727272727,0.1590909090909091
2017-03-14,35,0.7142857142857143,0.8285714285714286,0.11428571428571428
2017-03-15,201,0.8507462686567164,0.8855721393034826,0.03482587064676617
2017-03-16,122,0.7950819672131147,0.8524590163934426,0.05737704918032787
2017-03-17,152,0.8618421052631579,0.8947368421052632,0.03289473684210526
2017-03-18,81,0.7037037037037037,0.7901234567901234,0.08641975308641975
2017-03-19,43,0.7906976744186046,0.8604651162790697,0.06976744186046512
2017-03-20,49,0.9387755102040817,0.9591836734693877,0.02040816326530612
2017-03-21,24,0.5833333333333334,0.75,0.16666666666666666
2017-03-22,20,0.9,0.9,0.0
2017-03-23,35,0.7428571428571429,0.8285714285714286,0.08571428571428572
2017-03-24,21,0.7619047619047619,0.8571428571428571,0.09523809523809523
2017-03-25,126,0.8492063492063492,0.9126984126984127,0.06349206349206349
2017-03-26,67,0.7611940298507462,0.835820895522388,0.07462686567164178
2017-03-27,43,0.7209302325581395,0.8372093023255814,0.11627906976744186
2017-03-28,33,0.9393939393939394,0.9696969696969697,0.030303030303030304
2017-03-29,25,0.32,0.64,0.32
2017-03-30,13,1.0,1.0,0.0
2017-03-31,125,0.888,0.912,0.024
2017-04-01,49,0.8163265306122449,0.8775510204081632,0.061224489795918366
2017-04-02,26,0.46153846153846156,0.6923076923076923,0.23076923076923078
2017-04-03,39,0.8205128205128205,0.8717948717948718,0.05128205128205128
2017-04-04,45,0.8222222222222222,0.8888888888888888,0.06666666666666667
2017-04-05,11,0.5454545454545454,0.7272727272727273,0.18181818181818182
2017-04-06,22,0.45454545454545453,0.6818181818181818,0.22727272727272727
2017-04-07,126,0.8809523809523809,0.9206349206349206,0.03968253968253968
2017-04-08,49,0.6938775510204082,0.7959183673469388,0.10204081632653061
2017-04-09,29,0.7931034482758621,0.8620689655172413,0.06896551724137931
2017-04-10,16,0.5625,0.6875,0.125
2017-04-11,31,0.8709677419354839,0.8709677419354839,0.0
2017-04-12,28,0.39285714285714285,0.6071428571428571,0.21428571428571427
2017-04-13,22,0.5454545454545454,0.7272727272727273,0.18181818181818182
2017-04-14,76,0.8552631578947368,0.9210526315789473,0.06578947368421052
2017-04-15,47,0.9574468085106383,0.9787234042553191,0.02127659574468085
2017-04-16,30,0.5,0.7,0.2
2017-04-17,38,0.5526315789473685,0.7631578947368421,0.21052631578947367
2017-04-18,25,0.52,0.72,0.2
2017-04-19,18,0.4444444444444444,0.6666666666666666,0.2222222222222222
2017-04-20,27,0.5555555555555556,0.6666666666666666,0.1111111111111111
2017-04-21,71,0.7464788732394366,0.8169014084507042,0.07042253521126761
2017-04-22,47,0.6808510638297872,0.7872340425531915,0.10638297872340426
2017-04-23,16,0.75,0.8125,0.0625
2017-04-24,24,0.5833333333333334,0.7916666666666666,0.20833333333333334
2017-04-25,35,0.4,0.6,0.2
2017-04-26,16,0.6875,0.8125,0.125
2017-04-27,17,0.6470588235294118,0.7647058823529411,0.11764705882352941
2017-04-28,60,0.9166666666666666,0.95,0.03333333333333333
2017-04-29,53,0.7169811320754716,0.8301886792452831,0.11320754716981132
2017-04-30,23,0.6521739130434783,0.782608695652174,0.13043478260869565
2017-05-01,29,0.7931034482758621,0.896551724137931,0.10344827586206896
2017-05-02,28,0.5714285714285714,0.6785714285714286,0.10714285714285714
2017-05-03,37,0.8918918918918919,0.9459459459459459,0.05405405405405406
2017-05-04,35,0.9142857142857143,0.9142857142857143,0.0
2017-05-05,82,0.8780487804878049,0.9024390243902439,0.024390243902439025
2017-05-06,34,1.0,1.0,0.0
2017-05-07,36,0.9722222222222222,0.9722222222222222,0.0
2017-05-08,20,1.0,1.0,0.0
2017-05-09,24,0.5833333333333334,0.7916666666666666,0.20833333333333334
2017-05-10,21,0.6666666666666666,0.7619047619047619,0.09523809523809523
2017-05-11,18,0.4444444444444444,0.7222222222222222,0.2777777777777778
2017-05-12,101,0.801980198019802,0.8712871287128713,0.06930693069306931
2017-05-13,38,0.9736842105263158,0.9736842105263158,0.0
2017-05-14,17,0.7647058823529411,0.8823529411764706,0.11764705882352941
2017-05-15,22,0.8181818181818182,0.8636363636363636,0.045454545454545456
2017-05-16,24,0.2916666666666667,0.5833333333333334,0.2916666666666667
2017-05-17,179,0.8938547486033519,0.9106145251396648,0.01675977653631285
2017-05-18,89,0.8089887640449438,0.8426966292134831,0.033707865168539325
2017-05-19,63,0.8412698412698413,0.8888888888888888,0.047619047619047616
2017-05-20,46,0.8695652173913043,0.9130434782608695,0.043478260869565216
2017-05-21,33,0.6060606060606061,0.7575757575757576,0.15151515151515152
2017-05-22,24,0.8333333333333334,0.9166666666666666,0.08333333333333333
2017-05-23,19,0.8947368421052632,0.9473684210526315,0.05263157894736842
2017-05-24,19,0.5789473684210527,0.6842105263157895,0.10526315789473684
2017-05-25,28,0.6071428571428571,0.7857142857142857,0.17857142857142858
2017-05-26,75,0.7866666666666666,0.8666666666666667,0.08
2017-05-27,43,0.4883720930232558,0.7209302325581395,0.23255813953488372
2017-05-28,25,0.92,0.96,0.04
2017-05-29,23,0.6086956521739131,0.7391304347826086,0.13043478260869565
2017-05-30,30,0.6666666666666666,0.7666666666666667,0.1
2017-05-31,21,0.5714285714285714,0.6666666666666666,0.09523809523809523
2017-06-01,19,0.6842105263157895,0.7894736842105263,0.10526315789473684
2017-06-02,87,0.8850574712643678,0.9195402298850575,0.034482758620689655
2017-06-03,55,0.8181818181818182,0.9090909090909091,0.09090909090909091
2017-06-04,24,0.6666666666666666,0.75,0.08333333333333333
2017-06-05,24,0.2916666666666667,0.5833333333333334,0.2916666666666667
2017-06-06,26,0.6153846153846154,0.7692307692307693,0.15384615384615385
2017-06-07,23,0.8695652173913043,0.9130434782608695,0.043478260869565216
2017-06-08,20,0.4,0.7,0.3
2017-06-09,30,0.6333333333333333,0.8,0.16666666666666666
2017-06-10,16,0.625,0.8125,0.1875
2017-06-11,11,0.5454545454545454,0.6363636363636364,0.09090909090909091
2017-06-12,40,0.775,0.825,0.05
2017-06-13,18,0.5,0.7222222222222222,0.2222222222222222
2017-06-14,13,0.6153846153846154,0.7692307692307693,0.15384615384615385
2017-06-15,8,0.25,0.5,0.25
2017-06-16,48,0.8125,0.875,0.0625
2017-06-17,28,0.7857142857142857,0.8928571428571429,0.10714285714285714
2017-06-18,12,0.6666666666666666,0.75,0.08333333333333333
2017-06-19,26,0.8846153846153846,0.9230769230769231,0.038461538461538464
2017-06-20,19,0.7894736842105263,0.8421052631578947,0.05263157894736842
2017-06-21,84,0.8809523809523809,0.9166666666666666,0.03571428571428571
2017-06-22,45,0.8666666666666667,0.9111111111111111,0.044444444444444446
2017-06-23,45,0.6,0.7333333333333333,0.13333333333333333
2017-06-24,22,0.5909090909090909,0.7272727272727273,0.13636363636363635
2017-06-25,20,0.55,0.7,0.15
2017-06-26,24,0.5833333333333334,0.75,0.16666666666666666
2017-06-27,16,0.625,0.75,0.125
2017-06-28,8,0.25,0.625,0.375
2017-06-29,9,0.8888888888888888,0.8888888888888888,0.0
2017-06-30,37,0.8378378378378378,0.8648648648648649,0.02702702702702703
2017-07-01,21,0.7142857142857143,0.8095238095238095,0.09523809523809523
2017-07-02,9,0.6666666666666666,0.7777777777777778,0.1111111111111111
2017-07-03,5,1.0,1.0,0.0
2017-07-04,8,0.375,0.625,0.25
2017-07-05,7,0.7142857142857143,0.8571428571428571,0.14285714285714285
2017-07-06,16,0.5,0.75,0.25
2017-07-07,38,0.7368421052631579,0.868421052631579,0.13157894736842105
2017-07-08,12,0.5833333333333334,0.75,0.16666666666666666
2017-07-09,11,1.0,1.0,0.0
2017-07-10,18,0.7222222222222222,0.7777777777777778,0.05555555555555555
2017-07-11,12,0.3333333333333333,0.5833333333333334,0.25
2017-07-12,14,0.8571428571428571,0.9285714285714286,0.07142857142857142
2017-07-13,16,0.5,0.6875,0.1875
2017-07-14,30,0.6333333333333333,0.7666666666666667,0.13333333333333333
2017-07-15,22,0.8636363636363636,0.8636363636363636,0.0
2017-07-16,14,0.5714285714285714,0.7142857142857143,0.14285714285714285
2017-07-17,12,0.6666666666666666,0.75,0.08333333333333333
2017-07-18,15,0.26666666666666666,0.6,0.3333333333333333
2017-07-19,64,0.84375,0.859375,0.015625
2017-07-20,37,0.8108108108108109,0.8918918918918919,0.08108108108108109
2017-07-21,27,0.5555555555555556,0.7407407407407407,0.18518518518518517
